polygon_wmpjk5jz;74.35745764463994,31.580991606364606@74.35749804541331,31.58099374852958@74.35750290691706,31.580997604425633@74.35750123053555,31.581013028011256@74.35749486029161,31.58101674109615@74.35745469990832,31.581013617870695@74.35745151478537,31.581010190407383@74.35745302352885,31.5809947668226@74.35745764463994,31.580991606364606
polygon_zn5gx53o;74.3575583547726,31.58119135089764@74.35769473902471,31.581196911417194@74.35769972031338,31.58120086231247@74.35769714378449,31.581248126711998@74.35769491058727,31.58129000865391@74.35769015102605,31.581374713776242@74.35768568504346,31.581377786688492@74.35768242144076,31.58137851833439@74.35763741807213,31.581377494030306@74.35763363916337,31.58138129858888@74.35763295208946,31.58139754112436@74.3576309057542,31.581428241790164@74.35762678330849,31.58143116837165@74.35753454358203,31.58142765647365@74.35753267095328,31.581426850228354@74.35752940735057,31.58142348465921@74.35753198394161,31.581376026324477@74.3575275179559,31.581371490115757@74.35748680880224,31.581369441506936@74.35748186578988,31.581364710342612@74.35748203755904,31.58135197970185@74.357477056269,31.581347882483854@74.3574751668153,31.58134861412998@74.35746589131168,31.58134861412998@74.3574607382539,31.58134393159476@74.35746456647348,31.58127068497589@74.3574664154917,31.58123922954296@74.35747036616962,31.581235863966484@74.35754680318703,31.58123922954296@74.35755041032672,31.581236156625593@74.3575536739389,31.581194599081016@74.3575583547726,31.58119135089764
polygon_5k9tdtqm;74.35743783485398,31.581565872017308@74.35750740465102,31.58156801416908@74.35751176324021,31.581571727231378@74.35751109268841,31.581587721961085@74.35751394253552,31.581591149402684@74.35761737522014,31.581595719324923@74.3576222367239,31.581599718006586@74.35762043443282,31.581646316610446@74.3576236195571,31.581649172810344@74.35766552907265,31.581650458100384@74.35766988766187,31.581653742729756@74.35766746652149,31.58171087896693@74.35766562244851,31.581747706685803@74.35766126385798,31.58175113412149@74.35759102350914,31.581748563544735@74.35758733547297,31.581752133790644@74.357586329644,31.581769556586963@74.35758546805695,31.581790016402778@74.35758094182907,31.581793586647137@74.35751237786098,31.58179101607155@74.35750852218624,31.581787445827146@74.3575076867231,31.58178601652014@74.35751020129422,31.58174160267056@74.35750584269138,31.581738460851582@74.35745878593539,31.58173646151384@74.35742916678208,31.581734938024226@74.35742514346876,31.581731224967882@74.3574268200197,31.581693826675092@74.35742968548186,31.581634168248257@74.35743236768454,31.58157992615348@74.35743337351346,31.58156935820658@74.35743783485398,31.581565872017308
polygon_rwzd8er8;74.35742150131551,31.58175372884918@74.35747263092534,31.58175687066519@74.35747682187593,31.58176044091026@74.35747263092534,31.581806140038154@74.35746810469749,31.581809424662055@74.35741764564074,31.581805854418846@74.35741261649841,31.581801855746036@74.35741647217318,31.581757013474913@74.35742150131551,31.58175372884918
polygon_spzd1be9;74.35746463025319,31.58187650677793@74.35749229053343,31.58187750644521@74.35749731967576,31.58188150511478@74.35749631384675,31.581896928552766@74.35749866078058,31.581899784744977@74.35765339071239,31.581905211509607@74.35765824253929,31.58190981139289@74.35765723671022,31.58194122949527@74.35765991891998,31.581944228495573@74.35767953257357,31.5819450853527@74.357683220611,31.58194865559055@74.35768099745641,31.581988544920478@74.35768351202756,31.581991686728657@74.35771821310678,31.581993114823277@74.35772206878156,31.581996827868636@74.35771925590879,31.582048851048143@74.35771563968677,31.58210308787268@74.35771178401205,31.582105944058014@74.357666186459,31.582103944728345@74.35766166023117,31.582099374831017@74.35766467771555,31.582061530361486@74.3576599838504,31.582057103271325@74.3576231034759,31.582055103940604@74.35762109181917,31.582054818321524@74.35761773905767,31.582051676516073@74.3576162240515,31.582049513208858@74.3576179004323,31.582030662370826@74.35761337420439,31.582027520563997@74.35755017465459,31.582024807185547@74.35751025539076,31.582022874851788@74.35750623207747,31.58201916180691@74.35750606443884,31.582016448428234@74.35750220876406,31.582012449764434@74.35746331673289,31.58201045043222@74.35745862286649,31.58200630895884@74.35745795231466,31.58199531263223@74.35745694648696,31.58199359891836@74.35745510246764,31.58199145677692@74.35743615936715,31.5819898858729@74.35743129786209,31.581985173160575@74.35743262661956,31.581957830819277@74.35743312953403,31.581954974629397@74.35743463827626,31.581953974962943@74.35743782339921,31.581952118438892@74.35744302018014,31.581952546867683@74.35745257554899,31.581953403724754@74.35745609594912,31.58194954786771@74.35745659886231,31.58193012577108@74.35745926456178,31.581885947476167@74.35745943219908,31.58188023509136@74.35746463025319,31.58187650677793
polygon_6lthusvl;74.3575696986521,31.582050757887515@74.35760071169392,31.58205404250333@74.35760473500727,31.582058612402335@74.35760322626382,31.58206903748453@74.35759881075052,31.582071773694324@74.35756545077615,31.582069060316613@74.3575624332905,31.582064918845845@74.35756343911947,31.582054779382275@74.3575646125858,31.582053065670024@74.3575696986521,31.582050757887515
polygon_nq9urvlf;74.35986568346397,31.57735333642802@74.35993113463218,31.577365247263558@74.36010881441567,31.577397600699896@74.36033370300001,31.577437938213947@74.36049736757923,31.577466739569616@74.36076587744952,31.577519410571455@74.36109685190536,31.577589418636137@74.36142615992577,31.57765595538787@74.3617104483493,31.57771490081943@74.36197016474085,31.577767422099186@74.36206623241807,31.577787303072895@74.3622978542679,31.577835773534574@74.36226457152972,31.577976470934388@74.36222258415705,31.57815374689919@74.36218266030892,31.578324185254573@74.36214182716066,31.578498681429906@74.36209275519431,31.578705999343455@74.36206960317884,31.57880179653698@74.36204386584794,31.57891209971443@74.36201648907257,31.579030123054054@74.3619930925449,31.57912942621836@74.36198551863916,31.57916028525368@74.36196707782477,31.579187497303934@74.36194040450448,31.579206012714593@74.36191537768448,31.5792152704188@74.36187289795134,31.57921751471062@74.36174016878545,31.57920432342631@74.36149238119177,31.57917910648152@74.36122168337937,31.579152455266453@74.36101949420902,31.579132537257593@74.36088612760534,31.57911935203056@74.36084694087504,31.579115705052388@74.36067460045169,31.57910211351701@74.3604799826486,31.579086964570024@74.36034397263492,31.57907266479978@74.36023266914853,31.579060882249124@74.36040983846786,31.57828518478044@74.36044395671979,31.57813262242614@74.36048544838718,31.577949710765026@74.36052360936392,31.577782420238933@74.36056358399824,31.57760669228334@74.360575768107,31.577554792125582@74.36057412160685,31.577546936964623@74.36056786490116,31.57754244830042@74.36055897379399,31.577543009383575@74.36055238778957,31.57754805913038@74.36031266784732,31.57860247360601@74.36026063844636,31.578831392656397@74.3602092675124,31.5790574649497@74.35997254218103,31.579030252970554@74.35964134455406,31.57899248783137@74.35951785695761,31.578977899898987@74.35952506605852,31.578944927813083@74.35955811678221,31.578791199017232@74.35958896731785,31.578645110894215@74.35962749538362,31.578469212245096@74.35966273048629,31.578306499700773@74.35969983004611,31.578131541841216@74.35973934809505,31.577946108963786@74.35977567678577,31.577776932246337@74.35981618071762,31.577586725868755@74.35984724264958,31.57744086551496@74.359853828654,31.577408322659025@74.35986568346397,31.57735333642802
polygon_y3pf2b0b;74.35777000420231,31.57944002596635@74.3577987155104,31.579353995643444@74.3578348084331,31.579243230667487@74.35786797494279,31.579145813767198@74.35787193512229,31.579128523310686@74.35788183557372,31.57908761660856@74.35789871651801,31.579008382013583@74.35802643233117,31.578941328664@74.35818138217968,31.578860244872658@74.35833632423248,31.578875848499976@74.35856625572262,31.57890107982213@74.35860437245807,31.578904875297496@74.35859496702881,31.578997653540625@74.35858259138365,31.579119936558982@74.35857863120424,31.579169277612365@74.35857764115985,31.579177290259864@74.35858209636149,31.579200484761756@74.35858457147438,31.579221992385115@74.35861242358524,31.579257695678564@74.35865153036505,31.57927625126449@74.35872330863242,31.57928637249107@74.35894105738026,31.57931295917041@74.35900689537564,31.57932097180479@74.35901630080491,31.579318441499183@74.35901976596216,31.57931295917041@74.35902026098435,31.57930494653459@74.3590148157364,31.579297355616276@74.35897669900285,31.579292295002958@74.35887769449587,31.57928048690539@74.35873265289456,31.5792623530387@74.35866582485295,31.579253918680877@74.35863216376742,31.57923873622984@74.35861236286641,31.57921216799261@74.35860592757413,31.57917041789119@74.3586128578886,31.579104629813884@74.35862903789186,31.57893792929137@74.35863200802692,31.578908830651656@74.3588874396533,31.578934977256296@74.35921045209355,31.578968646552966@74.35957766521591,31.579006967536756@74.35999247069935,31.579055384200217@74.36038145162931,31.579098963730473@74.36072059531332,31.579129019135394@74.36084534099146,31.579138296940783@74.36082999529395,31.579195228913335@74.36080370279183,31.579304417034322@74.36078439691295,31.579379482752003@74.3607463694726,31.579538469520585@74.36074290431532,31.57954985586916@74.36073399390824,31.57956883311313@74.36071221291846,31.579613113333792@74.36070572979261,31.579625205503206@74.36068493884721,31.579647978177732@74.36067405291351,31.579662328161646@74.36065326196618,31.579684679110684@74.36063791626665,31.579702391178827@74.36058984760882,31.579727845941704@74.3605438105094,31.5797316413844@74.36048106049785,31.579729532806567@74.36044103689284,31.57972727531198@74.36034401247653,31.579711250111643@74.36026035366893,31.57969691177105@74.3601570858585,31.57968081793622@74.36002590488809,31.57965846698714@74.35995858182233,31.579647502367692@74.35955087677917,31.579582009661763@74.35926383046433,31.579534860159114@74.35913561962897,31.579509557157323@74.35907163648312,31.57949622064801@74.35904985549331,31.57949242519591@74.35903896499747,31.57949495549677@74.35903599486241,31.57950128124949@74.35902411432028,31.579499172665294@74.35902262925373,31.57949242519591@74.35903599486241,31.579444771181443@74.35903948944585,31.57942831193475@74.35903354917568,31.579423673046207@74.35900384782323,31.579418190722834@74.35899790755312,31.579421986177124@74.35897909669649,31.579492834632333@74.35895632566039,31.579487774030426@74.35897909669649,31.57940469577268@74.3589741464726,31.579398791731208@74.35889098268723,31.579381923039477@74.3589756185583,31.579399568645528@74.35895136245378,31.579500359015185@74.35894393711706,31.57950415446612@74.3588672086239,31.57949023781184@74.35881028103375,31.579478851455974@74.3587875099958,31.579472947419248@74.35878354981324,31.579467043383914@74.35878453985953,31.579461982780558@74.35874988828132,31.5794552353085@74.35870236611848,31.579448066119184@74.35868355526188,31.57944469238275@74.3586791000568,31.579453970158383@74.35867414983107,31.57946619995063@74.35863596045999,31.57946237344727@74.35849972213003,31.579435383557993@74.35848883162723,31.579432009820223@74.35848734656068,31.579426105780456@74.35848883162723,31.57941809315433@74.35849130674009,31.579411767396806@74.3584882433187,31.579411179199838@74.35848589638485,31.579411750453616@74.358482375986,31.57942588898021@74.35847768212085,31.579428316807693@74.35846611509402,31.579426603047153@74.35829495727785,31.5794001826208@74.35825637817621,31.579394022669433@74.35825201958693,31.579388310131904@74.35825520470934,31.579372457838105@74.35821336189522,31.57936588841841@74.35821034440957,31.579378456003894@74.35820548290584,31.579381312273256@74.35818352231973,31.579378170377154@74.35813858751166,31.579372027308608@74.35810221005164,31.57936660039705@74.35809835437689,31.57936174473872@74.35810120422397,31.5793470349482@74.35807220283883,31.579342322102264@74.3580074029764,31.57933179769374@74.35795831114339,31.579323730178658@74.35795177325892,31.579322444856516@74.35794724703106,31.57931873170405@74.35793014794723,31.579318160447116@74.3579063614329,31.579314713139695@74.35788121596823,31.57931085732949@74.3578755162741,31.57930971482064@74.35787434280655,31.579312571092146@74.35787367225493,31.579315855802392@74.35786962433545,31.579316569869533@74.35786543338352,31.57932071146243@74.3578644275521,31.579327138071477@74.3578630864485,31.579356557655856@74.35785855999146,31.579445504160475@74.35785822488782,31.579460950166634@74.35783928178606,31.5794583795267@74.35777000420231,31.57944002596635
polygon_3mu9rm5o;74.35635398792277,31.57893170194093@74.3563268169487,31.57891723476304@74.35630813690403,31.578889747118282@74.35631492964754,31.578844898838568@74.35634379880742,31.578785583339027@74.35638964982428,31.578724821080783@74.3564388972128,31.57868575960819@74.35651871194534,31.578671292392187@74.35656286477627,31.578694439937195@74.35657475207739,31.578727714522657@74.35657475207739,31.578768222697988@74.35656286477627,31.57881017757532@74.35648644641554,31.578907107736683@74.35642021716822,31.578938935528598@74.35635398792277,31.57893170194093
polygon_dkxx58z3;74.35660168696307,31.578794263643815@74.35660847970658,31.578760989081317@74.35660678152075,31.578737841552794@74.3565914978478,31.578678525985126@74.35653715590158,31.578651038270706@74.35654734501685,31.5786105300445@74.3567952801456,31.578719034181816@74.35660168696307,31.578794263643815
polygon_33uulai8;74.35640130113876,31.57867852612401@74.35641318843994,31.578636571187417@74.35642847211093,31.578565681768538@74.3564539448991,31.57839641497958@74.35649130498649,31.5781360039354@74.35650998503124,31.57797541676213@74.3565320614457,31.5777989152257@74.35659829069306,31.577800361960982@74.35650658865944,31.578646698242395@74.35648451224304,31.57864380479799@74.35641998118155,31.578664058906085@74.35640130113876,31.57867852612401
polygon_b9lpif0h;74.3565371565247,31.57777287453358@74.35661697125713,31.577272302644175@74.35666282227399,31.57697716651346@74.35667131320335,31.57688312784353@74.35665433134457,31.576823811095622@74.35680886625377,31.576848405849546@74.35679018620917,31.5768599798495@74.35676471342285,31.576897595337897@74.35675792067937,31.576951125045028@74.35673584426294,31.577061077861586@74.35660168758426,31.57777866147636@74.3565371565247,31.57777287453358
polygon_pyd9lb2y;74.35785840152741,31.57895344416947@74.35779047409417,31.57882034607711@74.35789576161483,31.578829026393564@74.35785840152741,31.57895344416947
polygon_0h22bfec;74.3579229325889,31.57896212447278@74.3579602926763,31.57884349358514@74.35812671488475,31.578855067337372@74.3579229325889,31.57896212447278
polygon_1uu98u94;74.35737934147716,31.5821367043943@74.35739972184055,31.581656359130605@74.35742689565637,31.580961879672856@74.35761711237325,31.580128497493803@74.35777336181957,31.579509243409106@74.35784808981654,31.579515030849734@74.35788083064045,31.57952647664075@74.35784346664292,31.57984767897962@74.35777892882763,31.58038880113817@74.35774835828457,31.58075919310302@74.35769061392418,31.58139306198906@74.35768382046976,31.58150880838896@74.35765664665385,31.581876302256745@74.35791479791365,31.581907841819373@74.35790121100482,31.58217405685444@74.35737934147716,31.5821367043943
polygon_r2of4lcu;74.35529875727954,31.579614856935066@74.35532593110366,31.579533832829398@74.35552165187559,31.57956277002549@74.35551825514835,31.57964090039549@74.35529875727954,31.579614856935066
polygon_usegjdng;74.3550936641737,31.58062287448591@74.35527029398159,31.579364112701015@74.35532803834244,31.578877965668113@74.35604814448288,31.57893584044774@74.35620779065658,31.578930052971188@74.3562859153788,31.57890690306283@74.35629950228773,31.5789329467095@74.35633686628526,31.57895899034972@74.35636404010296,31.578961884087107@74.35629270883328,31.579523267428584@74.35630289901493,31.579665059593466@74.35634365973965,31.579734508738696@74.35629270883328,31.57974029616456@74.35621798083818,31.579743189877718@74.35534841870384,31.579639016150537@74.35533727227846,31.579650122149587@74.35533472473298,31.579663143870008@74.35534916082366,31.57966965472994@74.35540605600085,31.579675442160593@74.35593879931446,31.579738232682416@74.35622412419252,31.579771510585033@74.3563022489148,31.57976572316028@74.35636848509367,31.579757042022607@74.35645510163405,31.57983227852023@74.35654341645392,31.579937899507456@74.35659266899674,31.580069563081565@74.35653662342057,31.580792924312973@74.35650605287742,31.580784243271708@74.35636169197628,31.58076977486651@74.35578934474475,31.580704667462@74.355280842907,31.580643900093307@74.3550936641737,31.58062287448591
polygon_n4jkatw3;74.35650684803522,31.57983925823531@74.3565883695058,31.579819002291003@74.35757342036004,31.579937644352853@74.35735602982734,31.580895456444125@74.35656459241716,31.5807999650454@74.35662573350336,31.580067861075847@74.356574782597,31.579920282109427@74.35650684803522,31.57983925823531
polygon_xfxmxufe;74.35647165466992,31.579803049983667@74.35637994303687,31.579730707176836@74.35634257903928,31.579661258028764@74.3563221986779,31.57951946585814@74.35640032340015,31.578969657443082@74.35642749721606,31.578969657443082@74.3565090186674,31.578934932591565@74.35655996957385,31.578879951551343@74.35658374666252,31.578830757961057@74.35683170774016,31.578735264447815@74.35774542732645,31.578819182995275@74.35784732913925,31.57899570107223@74.35782015532155,31.579114344182003@74.3576367320592,31.579649683166124@74.35758578115275,31.57991301094343@74.35659733357139,31.579791475138663@74.35647165466992,31.579803049983667
polygon_bjoffics;74.35654727778521,31.578586734346487@74.35656659937638,31.578392893505637@74.35659709452213,31.578109283234042@74.35662937421756,31.577809678086382@74.35687741818165,31.577832836006678@74.35686722459548,31.5778863886747@74.35679247161855,31.57787770445998@74.3567669876503,31.57787770445998@74.35674490154292,31.577905204469744@74.35673300902354,31.578003625489757@74.35670922398668,31.578158493649653@74.35673300902354,31.578177309389716@74.3575160451021,31.578259809128767@74.35755172265829,31.578255467038872@74.35756701304035,31.578233756587295@74.3575857012851,31.57814257263516@74.35760438952786,31.577986257082074@74.35759929273391,31.577965993935592@74.35757041090304,31.577957309729086@74.3568982678498,31.577893625523586@74.35690846143783,31.57783862548912@74.3579625225949,31.577921125526544@74.3579795119083,31.577912441315817@74.35796755080415,31.577894515106394@74.35663898654846,31.577781620266308@74.35678849250061,31.576945036290468@74.356805481814,31.576887140928008@74.35684965402692,31.57685529846279@74.35985202197787,31.577283577555136@74.35949524641632,31.578968414543326@74.35797098219021,31.578812521940478@74.35818844539213,31.57814384170848@74.35834134920691,31.577399893129382@74.35832096203089,31.577373840347576@74.358286983406,31.577379629855457@74.35813068172851,31.578117789134595@74.35789962707594,31.578803837812018@74.3568428918249,31.578705417636996@74.35654727778521,31.578586734346487
polygon_5jdg5dgu;74.35673903195303,31.578144299950793@74.35675602126642,31.578047326445983@74.35755282003208,31.57813561576009@74.35753583072062,31.57821811553599@74.3575273360639,31.578232589173908@74.35751034675053,31.578234036537566@74.35677131164846,31.5781529841407@74.35674772483767,31.578152300754354@74.35673903195303,31.578144299950793
polygon_5wkylybl;74.3567587677901,31.57802203779923@74.35677405817032,31.577907695744088@74.3567791549643,31.577901906269815@74.35678680015533,31.57790118258538@74.35686410152749,31.577914932587404@74.35684456381895,31.57803216936655@74.3567587677901,31.57802203779923
polygon_ww55oczg;74.35756050987754,31.57811114444388@74.35752158952772,31.578106078667545@74.35732400901804,31.578085091863002@74.35700785135018,31.578050373307832@74.3568702379174,31.578035899641606@74.35688977562776,31.577915768130055@74.35756475720592,31.577977986722317@74.35757367659548,31.577983052508912@74.35757537552678,31.57799282223857@74.35756178407607,31.578107526030678@74.35756050987754,31.57811114444388
